id,label,tweet
17991,0,ordered lip gloss cute ðâï sohappy
5020,1,bout spend new years eve playing game lol
25941,1,allahsoil wwi amp wwii waged oil â teambts teamsuperjunior
27615,0,shenanigans wthe right person right degree right time right purpose right way
31913,1,end 2016 without mentioning trump feminism photographs shockfactor
275,0,æåå0616çæåä¹ bihday bogummylove foreverhope happy everydaygood nightð
13277,1,michelle obama done
21123,1,f ððº government deliberately toures refugees coronial inquest hamids death amp business usual
29137,1,women defenders want
4943,0,hes best friendðð boyfriend girlfriend couples prom 2015 cuties bffsâ
4856,1,black professor makes assumptions entire race whilst speaking entire race next week jews nazi
31300,1,beware snowball effect black men theyre women
11269,0,london bound see scarlet excited love new playsuit bihday
4173,0,yeah made day thanks win
25732,0,far see potential michelle fav like bio bb18
13585,1,omg trump suppoers deplorable dumptrump notmypresident deplorable
2098,1,argentine women protest facebooks sexist censorship rules eg 2 censorship freethenipple
31773,1,hatredgreedamp destroyed many livesbut mad leadership amp bad government policies destroyed newyear2017 politics
8773,1,suck haters hillary voters hatefear trump voters loveknow
25023,1,supposed quiet look pretty
5357,1,even know isisnt anymore
21796,0,bush league today
10605,1,boys use drill really
13067,0,one day til new comics come greenlanterns superman civilwarii batman
16038,0,bro ð
23395,1,donaldtrump wait nothing good racist misogynist misogynist see women like animals
7326,1,allahsoil vps got multimillion dollar bonuses average americans lost homes
13009,0,happy fathers day wife planned lovely day us ð fathersday daughter
22912,0,hititonthehead killarypeopleneedtoreallyreadaboutherbackgroundevenifitsonlyfor08compareshegotworseithinkbutbadfromthegetgo
5068,1,truth malevote
20215,1,new law makes acceptable clip racist cab drivers round ear satire
7847,1,aptly named whitesboro ny ndn killing town seal whiteland mascot
8599,1,chief gangs hillaryclinton obama soros caoons
4575,1,heres day government states countys etc ban smoking saying ceain words clothing schools
816,1,jake right 2 many ppl lack power take stand amp drown small minded amp oft evil tendencies past
26272,0,tb bestvacations redsea entspannung friends dahab blue hole
19558,1,girls world natt chanapa nu sex fuck
12968,1,coming powerhungrytraitors hereticfoundation
27244,0,always try make happy know make sad love devotion
13414,0,hoping bullseye archery
9784,0,got hamilton tickets face value yay tonyawards â
31412,0,factsguide world social media motivation
9796,0,would rather go cou hide bigpharma truths
10597,1,blacklivesmatter thats bilal called adhan kaaba always existed hamza yusuf nice ð
29184,0,lovely alex home son dog cute colour4life
23082,1,tremendous oppounity move country back 75 years ove misogyny tax breaks corps
311,0,want much ask ð
12002,1,bookreview lovecraft country 4 stars horror appropriate also funny mattruffâ
13937,0,bstards need thing
108,0,received dis wait sta baking eyelids ðððððð ðððâ
15627,0,sometimes need good song good run run bestmusic motivated
17424,1,freedownload peek nyc come back holier moi
22352,1,preorder copy hot new dystopian swiftly sharpens fang 99c 99p
13229,0,happy bihday gracias tias work pay ballons friday colors awesomeâ
18031,0,treasure every moment loved ones movie tgv family worldofwarcraftâ
10585,0,people clue treat people justsaying
11855,1,president jimmy caer leaving religion due
26446,0,really great afternoon soimpressed possible anthology using stories today justtogood needtobeshared
15798,0,tomorrow first stop la dddd trip vacation family
29626,1,allahsoil many politicians claim jihad attack humanity â teambtsâ
25114,1,history forget barack obama treated âï via corruption
6676,1,ends 2016 hopeful message music industry via
4959,0,ibiza beach love sand relax vacation travel hard rock hotel ibiza
24081,0,nice couple hours spent lovely dad sisters wander hurstwood ð fathersday ð
9732,0,surprised gun usually carry guns every else man
5014,1,feminism equality helps everyone helps men women hus everyone everywhere
26101,1,entering new age repoer reflects hate crime beat
7442,1,askingoh course black people racist belief superior definition
11917,0,tgif datenight one love livingthelife â
3122,1,christians saying racist â enough protest denounce retweetâ
22954,1,la la land heres idea poc make films em quit bitching whitey 4 white
29464,1,diagram explains trumps response orlando rip theresistance resistance resist maga
18652,1,newyearseve skynews presenter asian woman edinburgh brings asian woman live
30797,1,real aungsansuukyi rohingya genocide persecution asean burma myanmar rape humanrights httâ
8605,1,goverment left womensrighttochoose drink feminism hillary trump discrimination obama
706,0,wish would make phones damn screens shatter cost arm leg still gotta pay fix em
30143,0,also terrified amp way damn
18601,1,racism resource development political stories inuit watched 2016
22973,1,2016 almost bunch darkest moviefone postholiday nowthattheholidaysaredone news
3952,0,schools summer repost tbt school schoolsout summer summeime â
19873,0,124 shift today aint bad
9968,1,news racism resource development political stories inuit watched 2016â
23762,0,placed first order three flavours ð lovecoconut cuppanutt
19798,0,gravitationalwaves detected 2 times less year einsteinwasrightagain
9357,1,idiocy feminism actually think microaggressions matter heres proof
18839,1,one requirement job us president male stillwithher hillaryclinton neverumpâ
17073,0,order placed ðð
16906,1,disgrace ashamed person fellow newyorker ðð
8439,1,delete account shallow go away
15,1,comment australia opkillingbay seashepherd helpcovedolphins thecove helpcovedolphins
1161,0,rip anton yelchinmet back san diego comiccon 2008 promoting terminator salvation sdcc
13616,1,take action filthy plantation location manager disgraceful pos boycott
8721,0,treasure happy memories affirmation treasure memories isaywhat
5408,0,wish everyone could copy stylewe led prunciples greed power bihday dr mutunga
28020,0,4 days nothing else matter except music good time camping
27504,0,another sad forgotten idiot trying trump trump
16723,1,welcome 2016 looks like 2017 going full batshit dumb sjws 2016 dumb notracist
1868,0,helix bridge riclswtravelbook bearlovestravel trip travel singapore enjoyâ
24841,1,trumpusa call homophobic misogynist jealousy loser go go downâ
4031,0,gonna post cool fairytail anime grayfullbuster gif manga
1673,1,bullshit thrown muslim
11184,0,ordered mine soon got email ilovegin
18856,1,pa 2 trumps tweets coulda wanted 2 using putin project anger cuz hate
6208,1,next klan meeting wife isnt white amp proud amp love others gift fromâ
25969,0,annenbergspace stodda_photos refugees conflict iraq enjoy peaceful hâ
21977,0,feliz fin de semana para todos masmusculo fitness team happy weekend fit fitness victorialomba
12619,0,thankful sunsets thankful positive
17652,1,racists never ceased rant 2016
27706,0,islamic terrorist kills gays orlando waiting hear everyone elses fault afraidtospeakout sunnydays
2390,0,stop looking reasons unhappy focus things reasons wednâ
9873,1,notmypresident ever misogynistic traitor theresistance putinsbitch
8804,1,carl paladino trump ally wishes obama dead mad cow disease â17
28449,1,next police vehicle anc hang poster sing kill whites nothing happens himâ
5501,1,allahsoil lehman brothers went bellyup september 2008 â 2016in4words islamâ
29424,1,precrime germany places make wear badges
26698,1,nothing humorous jibes arrogant trump official paladino fire crude obama remarks
11364,1,dull british
6997,1,congrats tucker came exactly childish paisanhack
4447,0,sigh ó¾ fitfriday ó¾ó¾ friday people enjoy
78,1,hey white people call people white race identity medâ
5731,0,could another take singingintherain 3 sleeps go swingingintherain âïâïððð ð ð
4955,1,target little muslim children mispronouncing terraced house amp treat like criminalsâ
7783,0,latepost dinner friends breakfasting surabaya instagood red bff l4l instapict â
3429,1,alexpascal friend late daddy music teacher eu easteuropeans
8777,0,dads straight whore ððððð
18463,0,thank much thursday thursday dâ
3468,1,episode 6 guns everyone podcast guns igmilitia pewpewlifeâ
15487,0,oh know acropolis closing
16986,0,even refs save nbafinals
11012,0,goodnight week finished another one beginning ðª make mistakes
832,1,rushlimbaugh incredibly obama impression via
3059,0,diy essex girl fucked hardcore tracks
6218,1,cleveland police union overwhelmingly endorses trump president cleveland ohio 75 cops white ltlt
25112,1,americans suppo zionist occupiers lets hope america wakes plight palestinians
31630,0,n healthy life making mistakes honourable useful life spent nothing â george bernard shaw â
522,0,yay thanks letting know pa happy man
13245,0,whats sad fact pay people teacher kids little
16909,0,note people likes pissed music morning life
21521,0,true shameful national federal legislators belittle us way
23345,1,serious bs jemele women thrive outside home â
23449,0,holds fate republican pay tiny tiny tiny little hands gop imwithher
13023,1,lame duck lame dick
10456,0,hbo confirms supersized season 6 finale winteriscoming
16537,0,drastic social break countrypoor inefficiency leadershipwrong set valuesdisrespect human life
28999,0,bom dia good morning bonjour shyspring soulshine p3top fotoencantada ig_europaâ
6883,1,nick cannon speaks systemic via alllivesmatter unbornlivesmatter
25783,1,stop homophobe etc labeling suppo trump none 60minutes wtfâ
5683,1,work attorneys white officer shot philandocastile remove black judge presiding trial htâ
17690,1,joemixon espn minnesotavikings goes without saying hes homophobe sucklahoma oabâ
791,1,keep telling aryans allowed rape women troll eod
7224,0,wohooo pachhyyy ððððððð congratulations ðððâ
23292,0,beautiful sweety ð
17117,1,today 1000 pornstars
24900,0,work work work work sunday anime videogames djs clothes music smile haukenstyle
29399,1,yeah man fuck feminism
24348,1,bluntly tweet cologne police announces racial profiling main station wow
19833,1,racist truth canadian immigration cdnpoli lpc canpoli canada
17339,0,wonderful news love possible pregnancy announcement jenniferaniston baby
25230,1,outrageous racism rother dc hope families sue 4 failing follow advice life guard amp causing dâ
8416,0,well guys long 8 days wait see glastonbury glastofest
25150,0,dinner friends steak shop never disappoint yummy nice evening theâ
17783,1,marijuana prohibition sta detroit mi atlanta tennessee alabama georgia florida utah
14497,1,realitycheck policing america cop audiblechannels policebrutality socialjustice
15227,0,tgif ff squad friends
25361,0,ooopsie ive ordered gemini hope works well
29004,1,hes shown us amp bigly believe traitor fraud liar sociopath rapist â
4679,0,beautiful venue beautiful fathers day fathersday beautiful treat church lunch fathers day
7708,0,sad trump slowly surely done country pos hemadeamericahateagain
18361,0,got new samples today
27006,1,bill fucking communist antiamerican unpatriotic disgrace take ass russiaððð
24341,0,find bit weird
23794,0,cece eve going drag bed get tonight otherwise staying holidays bye
8005,1,americans hate
25677,1,video hateful liberals america enough crap
25326,0,weekend like daebak cute baby thereturnofsuperman
21146,0,feel someone gave feel sorry gave someone
20010,0,glad bought jumpers summer got think winter scotland winter thesunisgone winteriscoming hashtag
28221,0,whos excited euro2016 watching team cheering eurocup2016 spos football
18461,1,boss fired due alleged told hated everyone honestly much committed equality want
28441,1,goodonedean metoo lol trumpism putinism donaldtrump traitor committed treasonâ
8551,0,great meet best gin experience london worldginday tomorrow
9226,0,officially happened today sold moving itisdone
8115,0,sad probably happy happened whitelivesmatter whitelivesmattermore
29553,0,sooooo true lol shopping shoponline cocoacoutureboutique friends cocoa coutureâ
18924,0,beautiful place work nofilter unionville pennsylvania cheshire point point
13095,0,thank ceainly awesome inspiring day fridâ
13250,1,surprised news outlets call opposition racemix ad hate racism though embrace ad sickening
20916,1,newyear wish list cretin carlpaladinoelection cochairman presidentelect trump mrampmrsâ
7389,0,fun amp tease blog fun laugh enteainment funny loveislove prayfoheworld
29305,1,forgot small hands orange skin weird hair big teeth sociopath insanity misogynist bigotâ
28666,1,sma think hate white males hate racism sexism thats grow brain right wingers p2
23347,1,supremecou made impossible challenge systemicracism scotus kaepernick stereotypes
28531,1,kind tweet want company rep sending
29133,0,every office needs jar quotesoftheday fridaylove greatweek
1338,0,friday ladies great glamtastic weekend ð¹ðð ðð ðð
16795,0,think ppl parents know truly feel another celebratefathers daywithout
30301,0,watching weeks whilst trying write repos sunday morning ended disaster goodnightahur
8748,1,kindledeals ð publishing industry tellall ð 399 bookpublishing publishing kindle kindledeals
3941,0,first day school ðð
21129,0,every comment bjp filtered india ampinternational community asðnow demonic act r hiding
5349,0,wow shameful malaysian authorities letting pedo free roam
8456,0,sex stories sexest nude women
8674,0,worry people change facebook profile pic status tweet empathetic hashtag cdnâ
880,1,liked video sjw retard wants
4488,0,life less ordinary beautiful night launch fabulous fashion style clothing shoes
12846,1,2016 would question hillary like considering age condition amp factâ
21186,1,way man allowed become attorney general liar asshat
13125,0,omg thinking saw love blessed enjoy_every_moment love_every_breathe namaste âðð½â
30140,0,happy wife happy life
3641,1,lady said juniors area wasnt amp id ask leave someone complained boss defended
28160,1,mmusimaimane towards whites zuma malema combined da southafrica
28559,1,trump newyork cochair gorilla comment michelleobama damn asians draintheswamp
2131,1,disgusting grandmother grandsons exist already
23956,1,moron leading us path much potential damage destroy world â
30573,0,thunderball thunderdance 1994 cd hardcore oldschool techno vk download
7997,1,striker league wouldnt disallowd munmid
26129,0,either sleep much sleep alltheres inbetween
26731,0,watermelon carving fish brunette polishgirl karakalem drawing selfie instalike instasize instamâ
29264,1,sniff subtle amp ignorant nano second even underlying flippant comment towards someone else aware
31790,1,paladino one rare breed shot street left pissing blood gutter
21410,0,udtapunjab todays paper bjp one defamingpunjab already defamed wake upits never late
25728,0,straight semester âïâïâïðð proud
4660,0,oksrslywhen people know theyre talking shouldnt talking
6429,0,â cad holding gains week bbh blog silver gold forex
14232,1,fucking nude nerd girls naked
23586,0,worry smile beautiful attractive
15867,0,gotta reset alarms 6 go run
7114,1,believe keep like spokesperson loser company
21939,0,new post happy curious life link bio sad anger jealousyâ
12448,0,jayson weh happy talk another persons age coming jayson weh gets
2800,1,bigoted person would tweet calling names telling truth
7533,0,imaginative i_am positive affirmation
22361,0,tragic mass shooting orlando everybody nightclub armed much better outcome many news cycles lost
444,1,fo woh officer viral arrest video ârude racistâ chief crime officerâ
23280,1,sooooo may funny
7342,0,life meaningless find purpose fax
6445,0,feeling proud ðð true hard work amp strong hope wil make dream come trueð
20246,0,pharrell williams happy 1am
11321,1,white flight derek black kkk trump change
19198,1,course person would open educating self systemic
1249,0,know perfect know somedaysomeone see beautiful imperfections hugot single
3778,1,buffalo school board demanding resignation ââ remarks made obamas pc carlpaladino newyork
6415,0,lol swear girls obsessed guys uhh lmao sorry realize self absorbed ð
1315,0,one favorites want live happy life tie goal people things qotd life
11649,0,check 8 simple tips life happiness happinesseverywhere happinessequation lifestyle
18937,1,whiter kevin federline
12643,0,happened âââââââââââââââââââââââââââââââââââââ dj host enteainer â
6228,0,back home gratefuleveryday
6065,1,man sees wearing manchester united hoodie fan yes man sure even know one playerâ
5353,0,ive waiting feeling freedom last 15 weeksð semester way difficult previous one
21517,0,bliss i_am positive affirmation
22550,1,happy white kwanzaa holiday african whitesupremacists celebrate happykwanzaa happyholidays merrychristmas
31133,1,ignorant pamelaramseytaylorpraised cretin beverlywhalingreinstated job stateampfederal fundeâ
14222,0,happy friday ó¾ weekend ó¾ fridayfunday friday homefurnishers
24775,0,thanks much
10569,1,techjunkiejhaltright site plans fake black person twitter campaign socialmedia â
10573,1,dear democrats djt allowing islamicradicals 2 use americas freedoms 2 destroy r freedoms islamophoâ
13287,1,thought factory leftright polarisation trump uselections2016 leadership politics brexit blm gt10
15571,1,jeffsessions thinks notice redacts decades ove application ag confirmation
31930,1,keep colinpowell condoleezzarice secretaryofstate words use 2017 jumpedtheshark
31005,0,nice discussions use blue light linkedin lighttherapy group interested feel free join
24988,0,tonight wait late october basketball sta ð nbafinals game7
4034,1,happy new year
26581,1,230pmet uk youth parliament democracy amp listen free app
19180,1,see driver amp talking africans speak english fluently moron got thouâ
693,1,carolyn cooper ugly poor ignorant black
20424,1,either call eyetalian joke nationality african ape atheistâ
7088,0,london full beautiful garden roses right gardenroses urbangarâ
31299,0,tired workedout pibble needs nap ðð girlpower
12307,1,carl paladino needs lose school board seat disgusting pig
28033,0,new hair summer ðð¼ girl bob fringe love
11388,0,easier barrack hussein obama blame guns kind radical islamic extremists hes traitor america â
10477,0,oh god ass cute sexy
19103,0,course cnn address real truth hrc bs bo lies meanwhile ppl kp dying ampsickening
2158,1,harbaugh time stupid questions bikinis thank time 4 via
23645,1,latest blicqerâ daily thanks news
83,1,altright uses amp insecurity lure men whitesupremacy
2366,1,check post confession america controversy equality kaepernick nationalanthem
30708,1,lol pasty cakes telling rockette quit bc choice suppo asshat president pure comedy weirdos
21214,0,woohoo coming soon ðð tayyaar deewano ð ð cannotwait
16783,1,jeffsessions omits decades records ag confirmation hearing
15169,0,interracialdating see
1859,1,âyou black amp feel like stomping listen retweet tampa miamiâ
16856,1,racism muslim societies dr eren tasar teaching islam sblaar16
30789,0,height nowtime flies ð ðððð japan2016 familytrip â
10663,0,weve round value democracy hence voting choice
16959,0,sad 7 years later still belittling tell act though hear
1046,0,football violence spoiling many
25736,1,antics purposedly used liberals divide us wakeupamericaca
10502,0,seen next big thing sales sales_science
1761,1,newyearsevemay resolutions b 2 end problems like amp domesticviolence turning 2 god love
11120,0,got totally shut flavour ideas
17136,0,thank ð thankyou thanks glove venum mma mixedmaialas appreciatedâ
26145,1,white people expats rest immigrants
28452,1,uks increased gb politicians impo immigrants infidel childabuse cultures coffee backhanders
24233,1,watch janeelliot blueeyesbrowneyes
4699,1,good job reducing talented performer physical assets misogynist douchewaffle
20278,1,video shows white texas cop arresting black mother repoed assault son blaâ
22237,1,relied bankruptcy protection keep ego billionaire used xenopbobiaâ
814,0,everyone going struggle pain right keep head keep smiling youll get hope
6194,1,damn shes bold kentucky jcpenny mexicans bitchesbelike
12836,1,preordered sounds really great book
29421,0,let crazy way soon
8042,0,2 polite tweets disagreeing wthesis f otooles aicle merit blocked liam stack nyt
6642,0,fathers day best movie maddari ðððð
15812,0,sismographe cypher series 7 walking dead feat daddie notch via bankai friday worldwide
18080,1,âantiislamistâ rally organiser neilerikson shown laughing death footage auspol rwnj tinfoilhat
24008,1,scapelliti progresverebel ha good riddance blacklivesmatter
25033,0,love back ð
11979,0,getting crazy costco calgaryeating poutine absolutely nothing like bonding family day 2
27334,1,damning video racist hillary says talk white people hillary
31892,1,dr frances cress welsing racism defined whitesupremacy drfranciscresswelsing
5583,1,despise hatred racism causes many black people inâ
13102,0,gonna hangout tomorrow
16706,1,yup concur nearly 3 million voters
13307,1,allahsoil bearâs rapacious hunger oil also sealed doom â teambtsâ
40,0,thankful sunshine thankful positive
23743,0,every girl say every guy asshole good ones ones getting hu pushed back truth saâ
19652,1,oh god triggered
3947,0,time blogâð¼ïðð blog blogging
25337,0,frwd best poetry romantic poetry love poetry new poetry poetry free hasil karain follow send 40404
16179,1,instagrams bestfeature want read stupid childish rude comments ðð½
31947,1,omfg offended mailbox proud mailboxpride liberalisme
4610,0,another day srilanka kandy sigiriya sigiriyarock tuktuk yourmysweetâ greatday â
3733,0,â happy fathers day future aww ððð fathersday love
16756,1,listen discuss boys engage sexualbullying harassment
7723,1,yoyas market deming nm sell beer white said closed hispanic walked n sold
12764,1,rambling alt right blacktwitter tcot tlot altright bcot blacklivesmatter
1689,0,thanks travel airplane customerservice
14822,1,mediamisogyny russian interference crosscheckingvoter suppression amp outdated system doesnt reflect usâ
6593,0,baby love love people instaboy boys
4631,0,generation cries enough enough photo cred michael zemura model nyasha chingora
28315,0,years wasted something love years gained something motivation htâ
31248,0,oh thursdays noodle day done menu
16657,1,time end days lives live shyan selah cafenoirproject
18902,0,popular smiley face card bare tree designs smile thankyou
618,1,latest obsidian radio daily thanks latesnews
8260,1,anc never prosecute type offences white people listen zuma malema know
2793,0,average total views 705 million fuck itthats 705 million people disappointed
16754,0,colour makes people happy truly believe statement colourful colours girls accessories disbadeth
1347,1,newyear new prez new destruction new commercials new new order new tweets new poopin new kids tâ
8265,0,girl home sensed something wrongâbut never met little boyâuntil years later mystical supernatural psychic
11792,1,smoke old year new year time marijuana unleashed ibooks
27543,1,trump new york cochair makes racist gorilla remark michelle obama lt total tool fucking moron htâ
595,0,two presidential candidates everybody weve devolved elections2016 america smh usa
30043,1,beware marketing tainting messages
20324,1,fuck homophobic misogynistic xenophobic whitesupremacist may fooled majority
25436,1,please repo guy openly racist reprehensible whitesupremacist repo trump deplâ
18786,1,heres collection coverage womenrelated issues womensissues gender equalityâ
18020,0,thank ðð ðºðâï firsttimeinnyc âï
17400,0,pinned instagood wishing dads happy fathers day fathersday yycdad yyc â
20058,1,ever think call names true conman traitor draftdodger cowardâ
21218,1,chick gets fucked c thomas howell naked
16192,1,congressman hangs picture nationâs capitol volunteer huâ
5784,0,finally ð thx ððð
19430,0,kiddos converseallstar converse bonding sm city taytay
18593,0,manic morning finally way chester ð kyncalendargirls knowyournormal
30901,1,allahsoil culture like horizonâalways view never reach â â
12987,1,thank sara unforgettable response appalling comments heabroken doctorâ
12089,0,bedroom decorating done myroomnow
10398,0,absolutely disgusting need euro2016
17270,1,please retweet video sparks outrage white officer arrested black mother littering argument
5912,0,paxxy hihi add us snapchat ð thelyvers lyversfacts fitnessâ
25764,1,legacy crony vote passes calling resign get boot
20333,0,looking forward seeing tw8 wps
14529,1,trumpusa call us homophobic misogynist really saying theâ
10274,1,ww feel culpable 4 deeply entrenched systemic exists dismantle
6170,1,look repug gop pay bigots
21262,0,earlier ððâï ð
4694,0,celebrating bihday pay ð chill chillout nightlife pay snapchat dog trollâ
18099,0,coffee festival gfs saturdate welfies gfs awesome coffee festivalâ
24215,0,happy sunday âï camillasorum mumabroad blog sunday flowergirlâ
805,1,keep opposition endthenation
11568,0,new pic via jts88 ig love sinkthepink music instagay celebspot Â adamlambe
23067,0,never getting tired oneð aimemoidemainð aime music love theshinsekai girl â
9349,0,amazing time town hall meeting today beautiful stories coming august fringenyc
16819,1,gonna steal shit least common couesy steal right
21441,1,scapelliti woobietuesday blocked troll promise blacklivesmatter ampâ
22336,1,joy world instead terrorism hate wars waronchristmas spreadlovethischristmas love
21320,1,2017 wonderful year craving authoritarian hand
152,1,yes call michelleobama gorilla racists long thought black people betâ
26154,0,could resist good food monks road lincoln
16020,0,classic hummus topped chicken shawarma thighs ðð½ð tummy dinner shawarma
5131,0,stay hungry stay foolish ð ðð ph â crazy smile
21162,1,kick flight spoke arabic boycottdelta
7240,0,happening halifax
3907,0,lets see goes summer16 justthebeginning
8337,0,smiling infectious weve fun passing smile yr2 go smile ð
28145,0,princess ð happy smile fun instahappy goodmood sohappy happier feelgood smilingâ
30299,0,awww greata text realpersonshould nah meh
2994,1,aloha âï ð oppose fascism warsforoil
22990,1,video men womenmalayalam ameture porn video
23652,1,seriously got rejected driver soon got car white wow finest
14136,0,awesome couple raves custom vanessa nicole ring excited love â
28081,1,impoant message publicserviceannouncement psa inspirechange embraceyourself bedifferent dreamâ
9325,1,maga maga3x moron tweeted sewage doesnt understand hillarylostâ
3982,0,break bad habit â success courage education choices cope
26559,0,lafnwebseriess video tonights night ððð lafn
3746,0,depressed got accused accepting bribes lord chancellor 1621
23099,1,ð team new mc amp show phillysuppophilly amp combat hâ
14658,0,little things life mom daughter
24050,0,best wishes outside gym fitness macboys blue white grey
20001,0,finally caught 21st century signed us twitter ðð¼ staytuned
18545,1,time fightback evil men donaldtrump homophobic ego peacein2017
23723,1,itstheendoftheworldand us msm yet honestly expose deep rooted hatred towards barrackobama based amp trump
22767,0,kind says
5247,1,kevin macdonald ethnocentrism normal rational race ethnocentrism altright pegida
31864,1,us refuses veto resolution israel zionism illegalsettlements
13988,1,allahsoil kneejerk reaction assume âit must isisâ â
11039,1,single race
29390,0,gameready fifa 17 love want watch gameplay badly preorder kompleto ea conference
17478,0,well guess taking vacation year weweregoingtoomaha weeklongtrip nevermind lost
23435,1,latest blicqerâ daily thanks maga
22229,1,indeed typical scumbag riding trumphate machine sic
26225,0,little needed make life withinâ
26280,0,dadwherever areyou gone never forgotten fathers day
12366,1,white people expats rest us immigrants classism imperialsm
18486,0,pool time ðð ð pool holiday travel zen aotd travel singapore footsie oasiaâ
5315,1,jc penney employee holds customer headlock wow havent responded corporatebs boycottjcpenney
1803,1,homegrown rightie white americans 100 times likely harm refugee fear
527,1,anti racist codeword antiwhite asia asians africa africans white countries everyonâ
1245,1,america owes blacks africanamerican reparations
13503,1,youd think blacklivesmatter would b protesting plannedparenthood 247 doesnt fit ideology
7305,1,mizzou body cam reveals black students threatening white frat boys
12149,1,altright euroconservatism trump
15818,0,cleaned triple white crep cure messed ultraboost cage crep
24154,0,uploading mix radio showfor followers sundaysee next week saturday radiodjnelson
8506,1,classic yet jewish bastards wonder sooo hated world
7063,1,believe show blazing saddles tv lead actor black man thats
3095,0,seen latest designs vote favorites cactus hug cute green
2576,0,postsecret ð hughjackman wolverine marvel word words qotd quote quotes positive joy affirmation
12134,1,lt feeding public trough piggy michelleobamaâ
25519,1,racism could fuel power needed light everyones christmas lights uk leejasper â
12242,0,even know think right bro insane legendary history
21770,1,ever notice much scum trump hires
8328,0,always lindsey welcome hive daily bit awesome stories via depressed
5594,1,â black amp feel like stomping listen retweet tampa miamiâ
10838,0,hell yea jack finally got wait work youtube channel get 1
11439,1,many toy adves show narrow limiting genderstereotypes study warns via
31821,0,final day front end web development class today thankfulthursday
1237,0,simple things past administration deliberately ignored
19452,0,shame bought mp3 blighty usa germany france etc possible uk
3782,1,hey going done teacher making statements malvern arkansas
27230,1,look latest tweet conman doesnt want unity bigot conman
11650,0,thislegitimately mademe
23407,0,first day work arrived ð work hospital
16333,1,giant version flag rebellion sedition flapping virginia i95n
26840,0,simba 2 die httâ
6640,1,misogyny alive well left never let tell isnt
15349,0,vox study notes practice alone account 18 improvement
2362,0,hit pay going ð blessed smile instahappyâ
26213,1,rapeculture rape patriarchy oprollredroll steubenville anonymous cnn malikrichmond trentmaysâ
2914,1,folx numbers lie americans mostly
15502,0,carry team
22174,0,really hard face reality
24406,0,comes point care anymore quotes
18122,0,pace nofilter love instagood smile follow cute photooftheday tbt followme beautiful
18,1,retweet agree
22239,0,smile confidence school backtoschool smile school teeth dental clinic confident student
6247,1,bigot carl paladino ally wishes obama dead mad cow disease â17 trumpproofamerica
20805,0,sick badger dorset wife brought gloves amp blanket drove sqeuling guy vet nothing could done
19166,1,joke tired celebrities acting like threatened leaving also theyre move mexico
8983,0,job despite paychecks 2 pay food nowcuz tips get
803,1,25 jan interested discrimination affected criminal justice system
11807,0,else notice suppoers pageant girls years internalize female oppressive system
7584,1,feel hated potus ever crookedtrump traitor notamericaschoice bigot
15875,0,ççã fashion smiles love girlinstagoodfollome xoxojapan tokyo modeljamp
23555,0,miserable aist check list aists smileback
21558,0,congrats double auntie
12025,0,fathers day many donordads give presents without giving presence involved
6248,0,fo attack bull chase leave lot despite fact strong source food f
